isbn13,region,retailer,asin,title_name,authors,sales_rank,list_price,print_list_price,price,currency,rating,categories,pages,hours_to_read,total_words,publisher,release_date,imprint,isbn,language,download_options,supported_devices,timestamp,url
9780369700209,US,Kobo US,,A Wild River Retreat,Jennifer Snow,17277,,,5.990,USD,3.5,"Contemporary Women, Romance, Fiction & Literature, Contemporary",384,1 - 2,18k,HQN Books,"July 1, 2020",HQN Books,9780369700209,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:08,https://www.kobo.com/us/en/ebook/a-wild-river-retreat
9780369700766,US,Kobo US,,Secret Star,Nora Roberts,158,,,4.990,USD,4.42,"Romance, Contemporary, Romantic Suspense",384,4 - 5,59k,Silhouette,"September 14, 2020",Silhouette Special Releases,9780369700766,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:09,https://www.kobo.com/us/en/ebook/secret-star-9
9780369701404,US,Kobo US,,Summer at Willow Lake,Susan Wiggs,5174,,,14.490,USD,4.47,"Family Life, Romance, Contemporary Women, Contemporary, Fiction & Literature",400,9 - 10,114k,MIRA Books,"September 14, 2020",MIRA,9780369701404,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:16,https://www.kobo.com/us/en/ebook/summer-at-willow-lake-8
9780369700278,US,Kobo US,,Search and Recover,Shirlee McCoy,8374,,,9.990,USD,4.0,"Inspired Romance, Romance, Fiction & Literature, Contemporary",430,9 - 10,117k,Harlequin,"February 23, 2021",Love Inspired Trade Backlist,9780369700278,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:15,https://www.kobo.com/us/en/ebook/search-and-recover-1
9780369700292,US,Kobo US,,Hideaway,Hannah Alexander,8372,,,9.990,USD,0,"Inspired Romance, Romance, Religious, Contemporary, Fiction & Literature",381,8 - 9,103k,Harlequin,"April 27, 2021",Love Inspired Trade Backlist,9780369700292,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:17,https://www.kobo.com/us/en/ebook/hideaway-31
9780369700070,US,Kobo US,,The Vicar and the Rake,Annabelle Greene,442,,,4.990,USD,4.11,"Historical, Gay, Romance, LGBT",310,6 - 7,84k,Carina Press,"October 12, 2020",Carina Press,9780369700070,English,EPUB 3 (DRM-Free),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:16,https://www.kobo.com/us/en/ebook/the-vicar-and-the-rake
9780369700841,US,Kobo US,,Yuletide Mountain Pursuit,Jessica R. Patch,11718,,,2.990,USD,3.0,"Religious, Fiction & Literature, Romance",352,9 - 10,116k,Harlequin,"October 13, 2020",Love Inspired MMP,9780369700841,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:17,https://www.kobo.com/us/en/ebook/yuletide-mountain-pursuit-1
9780369701046,US,Kobo US,,The Secret Keeper of Jaipur,Alka Joshi,141,,,14.990,USD,4.49,"Historical, Contemporary Women, Cultural Heritage, Fiction & Literature",400,8 - 9,104k,MIRA Books,"June 22, 2021",MIRA,9780369701046,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:16,https://www.kobo.com/us/en/ebook/the-secret-keeper-of-jaipur
9780369700117,US,Kobo US,,Unforgotten,Garrett Leigh,3177,,,4.990,USD,3.75,"Romance, Gay, Contemporary, LGBT, New Adult",270,5 - 6,73k,Carina Press,"February 16, 2021",Carina Press,9780369700117,English,EPUB 3 (DRM-Free),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:17,https://www.kobo.com/us/en/ebook/unforgotten-19
9780369700186,US,Kobo US,,An Alaskan Wedding,Jennifer Snow,42580,,,3.990,USD,5.0,"Romance, Fiction & Literature, Contemporary",384,0 - 1,14k,HQN Books,"April 15, 2020",HQN Books,9780369700186,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:14,https://www.kobo.com/us/en/ebook/an-alaskan-wedding-3
9780369701152,US,Kobo US,,A Good Old-Fashioned Cowboy,Maisey Yates,4977,,,6.990,USD,4.57,"Romance, Fiction & Literature, Westerns, Contemporary",384,10 - 11,130k,HQN Books,"January 26, 2021",HQN Books,9780369701152,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:17,https://www.kobo.com/us/en/ebook/a-good-old-fashioned-cowboy
9780369700247,US,Kobo US,,Amish Beginnings,Vannetta Chapman,8370,,,9.990,USD,0,"Inspired Romance, Romance, Fiction & Literature, Religious",428,9 - 10,116k,Harlequin,"July 28, 2020",Love Inspired Trade Backlist,9780369700247,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:11,https://www.kobo.com/us/en/ebook/amish-beginnings
9780369700650,US,Kobo US,,This Is What Happened,Megan Hart,28641,,,1.990,USD,0,"Contemporary Women, Romance, Fiction & Literature, Erotica",339,9 - 10,114k,Harlequin,"October 12, 2020",MIRA,9780369700650,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:17,https://www.kobo.com/us/en/ebook/this-is-what-happened-7
9780369700551,US,Kobo US,,16 Lighthouse Road,Debbie Macomber,8757,,,9.990,USD,4.04,"Contemporary Women, Romance, Fiction & Literature, Contemporary",400,7 - 8,92k,MIRA Books,"July 13, 2020",MIRA,9780369700551,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:14,https://www.kobo.com/us/en/ebook/16-lighthouse-road-7
9780369701831,US,Kobo US,,Crooked Shadows,M.A. Grant,292,,,4.990,USD,4.5,"Romance, Gay, Romantic Suspense, LGBT, Paranormal",307,6 - 7,83k,Carina Press,"December 14, 2021",Carina Press,9780369701831,English,EPUB 3 (DRM-Free),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:16,https://www.kobo.com/us/en/ebook/crooked-shadows
9780369700940,US,Kobo US,,A Love Like This,Diana Palmer,4403,,,9.990,USD,4.60,"Family Life, Romance, Contemporary, New Adult, Fiction & Literature",384,8 - 9,105k,HQN Books,"March 30, 2021",HQN Books,9780369700940,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:17,https://www.kobo.com/us/en/ebook/a-love-like-this-11
9780369700711,US,Kobo US,,Blackberry Summer,RaeAnne Thayne,22966,,,7.990,USD,4.17,"Romance, Fiction & Literature, Contemporary",384,7 - 8,96k,HQN Books,"August 10, 2020",HQN Books,9780369700711,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:24,https://www.kobo.com/us/en/ebook/blackberry-summer-7
9780369701190,US,Kobo US,,Unfinished Business,Nora Roberts,6007,,,9.490,USD,4.52,"Contemporary Women, Romance, Fiction & Literature, Contemporary",384,4 - 5,58k,Silhouette,"October 12, 2020",Silhouette Special Releases,9780369701190,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:22,https://www.kobo.com/us/en/ebook/unfinished-business-166
9780369701787,US,Kobo US,,Their Frontier Family & The Baby Bequest,Lyn Cote,8374,,,5.990,USD,3.0,"Inspired Romance, Romance, Historical, Religious, Fiction & Literature",512,11 - 12,140k,Harlequin,"November 10, 2020",Love Inspired Classics,9780369701787,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:26,https://www.kobo.com/us/en/ebook/their-frontier-family-the-baby-bequest
9780369700063,US,Kobo US,,His Second-Chance Family & Katie's Redemption,RaeAnne Thayne,9142,,,5.990,USD,4.0,"Family Life, Fiction & Literature, Contemporary, Romance",512,8 - 9,107k,Harlequin,"May 25, 2021",Harlequin Bestselling Author Collection,9780369700063,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:23,https://www.kobo.com/us/en/ebook/his-second-chance-family-katie-s-redemption
9780369700230,US,Kobo US,,Country Christmas Magic,Cathy McDavid,90416,,,9.990,USD,0,"Romance, Fiction & Literature, Contemporary",526,11 - 12,143k,Harlequin,"December 1, 2020",Series Trade,9780369700230,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:25,https://www.kobo.com/us/en/ebook/country-christmas-magic
9780369701077,US,Kobo US,,When I Found You,Brenda Novak,570,,,9.990,USD,4.36,"Contemporary Women, Romance, Fiction & Literature, Contemporary",400,8 - 9,112k,MIRA Books,"June 29, 2021",MIRA,9780369701077,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:25,https://www.kobo.com/us/en/ebook/when-i-found-you-7
9780369700094,US,Kobo US,,Protective Instinct,Tricia Lynne,325,,,6.990,USD,4.60,"Sports, Romance, Contemporary, Romantic Suspense",347,7 - 8,94k,Carina Press,"December 21, 2020",Carina Press,9780369700094,English,EPUB 3 (DRM-Free),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:25,https://www.kobo.com/us/en/ebook/protective-instinct-9
9780369700773,US,Kobo US,,Montana Mountain Deadlock,Sharon Dunn,8372,,,2.990,USD,0,"Inspired Romance, Romance, Fiction & Literature, Religious",464,9 - 10,117k,Harlequin,"August 18, 2020",Love Inspired MMP,9780369700773,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:21,https://www.kobo.com/us/en/ebook/montana-mountain-deadlock-1
9780369702142,US,Kobo US,,The German Wife,Kelly Rimmer,2869,,,14.990,USD,4.64,"Contemporary Women, Family Life, Fiction & Literature",424,10 - 11,131k,Graydon House Books,"June 28, 2022",Graydon House,9780369702142,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:25,https://www.kobo.com/us/en/ebook/the-german-wife
9780369700414,US,Kobo US,,Dangerous Justice,Terri Reed,8373,,,8.990,USD,0,"Inspired Romance, Romance, Contemporary, Romantic Suspense",61,0 - 1,14k,Harlequin,"April 27, 2020",Harlequin Special Releases,9780369700414,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:18,https://www.kobo.com/us/en/ebook/dangerous-justice-1
9780369700421,US,Kobo US,,A Dog Named Nate,Inglath Cooper,44479,,,1.990,USD,5.0,"Romance, Fiction & Literature, Contemporary",56,0 - 1,15k,Harlequin,"April 27, 2020",Harlequin Special Releases,9780369700421,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:26,https://www.kobo.com/us/en/ebook/a-dog-named-nate
9780369701886,US,Kobo US,,Act Like It,Lucy Parker,1032,,,6.990,USD,4.0,"Contemporary Women, Romance, Fiction & Literature, Contemporary",296,6 - 7,80k,Carina Press,"July 13, 2020",Carina Press,9780369701886,English,EPUB 3 (DRM-Free),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:20,https://www.kobo.com/us/en/ebook/act-like-it-3
9780369700629,US,Kobo US,,Dark Road to Darjeeling,Deanna Raybourn,2089,,,13.990,USD,4.5,"Historical Mystery, Women Sleuths, Romance, Historical, Mystery & Suspense",400,9 - 10,120k,MIRA Books,"August 10, 2020",MIRA,9780369700629,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:25,https://www.kobo.com/us/en/ebook/dark-road-to-darjeeling-5
9780369700476,US,Kobo US,,Tang Dynasty Boxset,Jeannie Lin,2309,,,9.990,USD,0,"Historical, Romance, Fiction & Literature",288,20 - 22,251k,Harlequin,"April 13, 2020",Harlequin Historical,9780369700476,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:25,https://www.kobo.com/us/en/ebook/tang-dynasty-boxset
9780369700520,US,Kobo US,,Big Bad Wolf Collection,Charlie Adhara,1532,,,9.990,USD,4.83,"Romance, Gay, Romantic Suspense, LGBT, Paranormal","1,048",23 - 25,285k,Carina Press,"June 8, 2020",Carina Press,9780369700520,English,EPUB 3 (DRM-Free),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:31,https://www.kobo.com/us/en/ebook/big-bad-wolf-collection
9780369700162,US,Kobo US,,The Witch King,H.E. Edgmon,245,,,11.990,USD,4.22,"Teen, Kids, Young Adult - YA, Fantasy, Fantasy and Magic",304,8 - 9,107k,Inkyard Press,"June 1, 2021",Inkyard Press,9780369700162,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:28,https://www.kobo.com/us/en/ebook/the-witch-king-1
9780369700216,US,Kobo US,,A Wild River Match,Jennifer Snow,52314,,,5.990,USD,4.25,"Romance, Fiction & Literature, Contemporary",384,0 - 1,16k,HQN Books,"February 1, 2021",HQN Books,9780369700216,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:33,https://www.kobo.com/us/en/ebook/a-wild-river-match
9780369701367,US,Kobo US,,Heart of Evil,Heather Graham,3477,,,8.990,USD,4.27,"Thrillers, Police Procedural, Romance, Mystery & Suspense, Romantic Suspense",400,6 - 7,86k,MIRA Books,"September 14, 2020",MIRA,9780369701367,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:31,https://www.kobo.com/us/en/ebook/heart-of-evil-5
9780369702067,US,Kobo US,,Christmas at Colts Creek,Delores Fossen,3652,,,9.990,USD,5.0,"Romance, Fiction & Literature, Westerns, Contemporary",384,7 - 8,93k,HQN Books,"October 26, 2021",HQN Books,9780369702067,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:33,https://www.kobo.com/us/en/ebook/christmas-at-colts-creek
9780369701503,US,Kobo US,,The Winter Lodge,Susan Wiggs,10141,,,14.990,USD,4.44,"Family Life, Romance, Contemporary Women, Contemporary, Fiction & Literature",400,8 - 9,109k,MIRA Books,"October 12, 2020",MIRA,9780369701503,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:32,https://www.kobo.com/us/en/ebook/the-winter-lodge-9
9780369701633,US,Kobo US,,A Mysterious Season,Deanna Raybourn,2662,,,5.990,USD,4.17,"Historical Mystery, Women Sleuths, Romance, Historical, Mystery & Suspense",400,6 - 7,78k,MIRA Books,"December 7, 2020",MIRA,9780369701633,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:32,https://www.kobo.com/us/en/ebook/a-mysterious-season
9780369700681,US,Kobo US,,The Jade Temptress,Jeannie Lin,315,,,9.990,USD,0,"Saga, Romance, Historical, Romantic Suspense, Fiction & Literature",311,6 - 7,85k,Harlequin,"August 10, 2020",HQN Books,9780369700681,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:29,https://www.kobo.com/us/en/ebook/the-jade-temptress-4
9780369700469,US,Kobo US,,Shadow of Doubt,Lisa Jackson,17030,,,6.990,USD,4.67,"Thrillers, Romance, Romantic Suspense, Contemporary, Fiction & Literature",484,10 - 11,131k,Harlequin,"June 8, 2020",Harlequin Special Releases,9780369700469,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS, ",2024-08-02 17:56:34,https://www.kobo.com/us/en/ebook/shadow-of-doubt-20
9780369701138,US,Kobo US,,Breaking Time,Sasha Alsberg,4155,,,13.990,USD,3.75,"Teen, Science Fiction, Kids, Young Adult - YA, Fantasy, Fantasy and Magic",265,6 - 7,82k,Inkyard Press,"June 14, 2022",Inkyard Press,9780369701138,English,EPUB 3 (Adobe DRM),"DESKTOP, eREADERS, IOS, ANDROID, TABLETS",2024-08-02 17:56:26,https://www.kobo.com/us/en/ebook/breaking-time
